Reporter Countries,Partner Countries,Value
Morocco,Viet Nam,253.0
Morocco,Yemen,2170.0
Namibia,Angola,11373.0
Namibia,Antigua and Barbuda,2.0
Namibia,Argentina,4.0
Namibia,Australia,39.0
Namibia,Austria,28.0
Namibia,Bahamas,65.0
Namibia,Bangladesh,1.0
Namibia,Belgium,17364.0
Namibia,Belize,46.0
Namibia,Bermuda,17.0
Namibia,Botswana,7328.0
Namibia,Brazil,178.0
Namibia,Bulgaria,11.0
Namibia,Canada,658.0
Namibia,"China, Hong Kong SAR",436.0
Namibia,"China, Taiwan Province of",3.0
Namibia,"China, mainland",273.0
Namibia,Comoros,20.0
Namibia,Cook Islands,6.0
Namibia,Croatia,3.0
Namibia,Cyprus,6.0
Namibia,Czechia,9.0
Namibia,Democratic Republic of the Congo,14750.0
Namibia,Denmark,1157.0
Namibia,Estonia,3.0
Namibia,Eswatini,748.0
Namibia,Faroe Islands,22.0
Namibia,Finland,100.0
Namibia,France,2116.0
Namibia,Georgia,12.0
Namibia,Germany,11106.0
Namibia,Ghana,87.0
Namibia,Greece,405.0
Namibia,Hungary,38.0
Namibia,India,2.0
Namibia,Ireland,403.0
Namibia,Israel,360.0
Namibia,Italy,4135.0
Namibia,Japan,31.0
Namibia,Kenya,474.0
Namibia,Latvia,7.0
Namibia,Lesotho,237.0
Namibia,Liberia,19.0
Namibia,Lithuania,82.0
Namibia,Malawi,395.0
Namibia,Malaysia,219.0
Namibia,Malta,282.0
Namibia,Marshall Islands,13.0
Namibia,Mauritania,3.0
Namibia,Mauritius,1.0
Namibia,Mexico,13.0
Namibia,Morocco,1.0
Namibia,Netherlands,20121.0
Namibia,New Zealand,11.0
Namibia,Nigeria,86.0
Namibia,Norway,2737.0
Namibia,Pakistan,90.0
Namibia,Panama,85.0
Namibia,Poland,1.0
Namibia,Portugal,108.0
Namibia,Qatar,16.0
Namibia,Republic of Korea,5.0
Namibia,Romania,1.0
Namibia,Russian Federation,422.0
Namibia,Saint Kitts and Nevis,74.0
Namibia,Saint Vincent and the Grenadines,5.0
Namibia,Saudi Arabia,101.0
Namibia,Senegal,18.0
Namibia,Serbia,1.0
Namibia,Sierra Leone,614.0
Namibia,Singapore,727.0
Namibia,Slovenia,2.0
Namibia,South Africa,300443.0
Namibia,Spain,1066.0
Namibia,Sudan,2.0
Namibia,Sweden,15.0
Namibia,Switzerland,130.0
Namibia,Uganda,1.0
Namibia,Ukraine,11.0
Namibia,United Arab Emirates,614.0
Namibia,United Kingdom,28123.0
Namibia,United Republic of Tanzania,197.0
Namibia,United States of America,567.0
Namibia,Viet Nam,1992.0
Namibia,Zambia,20369.0
Namibia,Zimbabwe,4008.0
Nepal,Australia,921.0
Nepal,Austria,4.0
Nepal,Bangladesh,9066.0
Nepal,Belgium,358.0
Nepal,Bhutan,102.0
Nepal,Bulgaria,4.0
Nepal,Canada,700.0
Nepal,"China, Hong Kong SAR",341.0
Nepal,"China, Taiwan Province of",196.0
Nepal,"China, mainland",6258.0
Nepal,Czechia,361.0
Nepal,Denmark,12.0
Nepal,France,1501.0
Nepal,Georgia,4.0
Nepal,Germany,1717.0
Nepal,Hungary,15.0
Nepal,India,161122.0
Nepal,Ireland,5.0
Nepal,Israel,29.0
Nepal,Italy,133.0
Nepal,Japan,1666.0
Nepal,Kuwait,12.0
Nepal,Latvia,1.0
Nepal,Lithuania,6.0
Nepal,Malaysia,2174.0
Nepal,Netherlands,121.0
Nepal,New Zealand,4.0
Nepal,Pakistan,82.0
Nepal,Qatar,12.0
Nepal,Republic of Korea,312.0
Nepal,Russian Federation,917.0
Nepal,Saudi Arabia,74.0
Nepal,Singapore,835.0
Nepal,Slovakia,4.0
Nepal,Spain,7.0
Nepal,Sweden,32.0
Nepal,Switzerland,243.0
Nepal,Thailand,184.0
Nepal,Ukraine,49.0
Nepal,United Arab Emirates,186.0
Nepal,United Kingdom,519.0
Nepal,United States of America,10029.0
Nepal,Viet Nam,5103.0
Netherlands,Afghanistan,13276.0
Netherlands,Albania,16986.0
Netherlands,Algeria,295448.0
Netherlands,American Samoa,4.0
Netherlands,Angola,75378.0
Netherlands,Antigua and Barbuda,3596.0
Netherlands,Argentina,37618.0
Netherlands,Armenia,6006.0
Netherlands,Aruba,40267.0
Netherlands,Australia,550710.0
Netherlands,Austria,1325106.0
Netherlands,Azerbaijan,12680.0
Netherlands,Bahamas,1846.0
Netherlands,Bahrain,50136.0
Netherlands,Bangladesh,46171.0
Netherlands,Barbados,8083.0
Netherlands,Belarus,63929.0
Netherlands,Belgium,10159801.0
Netherlands,Belize,4560.0
Netherlands,Benin,32583.0
Netherlands,Bermuda,2777.0
Netherlands,Bhutan,73.0
Netherlands,Bolivia (Plurinational State of),5157.0
Netherlands,Bosnia and Herzegovina,72668.0
Netherlands,Botswana,154.0
Netherlands,Brazil,220831.0
Netherlands,British Virgin Islands,1341.0
Netherlands,Brunei Darussalam,8685.0
Netherlands,Bulgaria,181448.0
Netherlands,Burkina Faso,12625.0
Netherlands,Burundi,140.0
Netherlands,Cabo Verde,20817.0
Netherlands,Cambodia,14687.0
Netherlands,Cameroon,31984.0
Netherlands,Canada,244516.0
Netherlands,Cayman Islands,1765.0
Netherlands,Central African Republic,6418.0
Netherlands,Chad,3397.0
Netherlands,Chile,126318.0
Netherlands,"China, Hong Kong SAR",957708.0
Netherlands,"China, Macao SAR",7234.0
Netherlands,"China, Taiwan Province of",263573.0
Netherlands,"China, mainland",2342957.0
Netherlands,Colombia,67645.0
Netherlands,Comoros,3077.0
Netherlands,Congo,23597.0
Netherlands,Cook Islands,370.0
Netherlands,Costa Rica,27881.0
Netherlands,Croatia,224279.0
Netherlands,Cuba,57255.0
Netherlands,Cyprus,162728.0
Netherlands,Czechia,895647.0
Netherlands,Côte d'Ivoire,87570.0
Netherlands,Democratic People's Republic of Korea,70.0
Netherlands,Democratic Republic of the Congo,45700.0
Netherlands,Denmark,1760413.0
Netherlands,Djibouti,9597.0
Netherlands,Dominica,2748.0
Netherlands,Dominican Republic,49515.0
Netherlands,Ecuador,22083.0
Netherlands,Egypt,131888.0
Netherlands,El Salvador,12928.0
Netherlands,Equatorial Guinea,25563.0
Netherlands,Eritrea,631.0
Netherlands,Estonia,152138.0
Netherlands,Eswatini,250.0
Netherlands,Ethiopia,23783.0
Netherlands,Falkland Islands (Malvinas),84.0
Netherlands,Faroe Islands,2064.0
Netherlands,Fiji,1771.0
Netherlands,Finland,964759.0
Netherlands,France,8963521.0
Netherlands,French Polynesia,6519.0
Netherlands,Gabon,47509.0
Netherlands,Gambia,30188.0
Netherlands,Georgia,31295.0
Netherlands,Germany,25536347.0
Netherlands,Ghana,139165.0
Netherlands,Greece,930090.0
Netherlands,Greenland,998.0
Netherlands,Grenada,3953.0
Netherlands,Guam,1109.0
Netherlands,Guatemala,29287.0
Netherlands,Guinea,48717.0
Netherlands,Guinea-Bissau,14749.0
Netherlands,Guyana,11905.0
Netherlands,Haiti,28322.0
Netherlands,Honduras,14714.0
Netherlands,Hungary,507350.0
Netherlands,Iceland,113919.0
Netherlands,India,83155.0
Netherlands,Indonesia,123847.0
Netherlands,Iran (Islamic Republic of),97823.0
Netherlands,Iraq,101178.0
Netherlands,Ireland,1232284.0
Netherlands,Israel,226363.0
Netherlands,Italy,3486893.0
Netherlands,Jamaica,23830.0
Netherlands,Japan,639786.0
Netherlands,Jordan,102840.0
Netherlands,Kazakhstan,54418.0
Netherlands,Kenya,32530.0
Netherlands,Kiribati,1.0
Netherlands,Kuwait,198966.0
Netherlands,Kyrgyzstan,1912.0
Netherlands,Lao People's Democratic Republic,928.0
Netherlands,Latvia,228984.0
Netherlands,Lebanon,133132.0
Netherlands,Lesotho,19.0
Netherlands,Liberia,19373.0
Netherlands,Libya,50909.0
Netherlands,Lithuania,317918.0
Netherlands,Luxembourg,113281.0
Netherlands,Madagascar,2014.0
Netherlands,Malawi,1111.0
Netherlands,Malaysia,201476.0
Netherlands,Maldives,6395.0
Netherlands,Mali,43266.0
Netherlands,Malta,100616.0
Netherlands,Marshall Islands,57.0
Netherlands,Mauritania,62012.0
Netherlands,Mauritius,17834.0
Netherlands,Mexico,182679.0
Netherlands,Micronesia (Federated States of),34.0
Netherlands,Mongolia,9128.0
Netherlands,Montenegro,28075.0
Netherlands,Montserrat,316.0
Netherlands,Morocco,155366.0
Netherlands,Mozambique,4788.0
Netherlands,Myanmar,4521.0
Netherlands,Namibia,6613.0
Netherlands,Nepal,5798.0
Netherlands,New Caledonia,4430.0
Netherlands,New Zealand,98827.0
Netherlands,Nicaragua,10354.0
Netherlands,Niger,10781.0
Netherlands,Nigeria,174826.0
Netherlands,North Macedonia,14642.0
Netherlands,Norway,902474.0
Netherlands,Oman,71586.0
Netherlands,Pakistan,86369.0
Netherlands,Palestine,13353.0
Netherlands,Panama,39086.0
Netherlands,Papua New Guinea,1285.0
Netherlands,Paraguay,19356.0
Netherlands,Peru,62495.0
Netherlands,Philippines,228723.0
Netherlands,Poland,2435345.0
Netherlands,Portugal,532343.0
Netherlands,Qatar,137133.0
Netherlands,Republic of Korea,368388.0
Netherlands,Republic of Moldova,27167.0
Netherlands,Romania,546878.0
Netherlands,Russian Federation,875963.0
Netherlands,Rwanda,3925.0
Netherlands,Saint Kitts and Nevis,863.0
Netherlands,Saint Lucia,2066.0
Netherlands,Saint Pierre and Miquelon,684.0
Netherlands,Saint Vincent and the Grenadines,1290.0
Netherlands,Samoa,184.0
Netherlands,Sao Tome and Principe,1387.0
Netherlands,Saudi Arabia,463648.0
Netherlands,Senegal,103460.0
Netherlands,Serbia,102858.0
Netherlands,Seychelles,5718.0
Netherlands,Sierra Leone,25238.0
Netherlands,Singapore,293733.0
Netherlands,Slovakia,281361.0
Netherlands,Slovenia,135067.0
Netherlands,Solomon Islands,54.0
Netherlands,Somalia,6462.0
Netherlands,South Africa,241152.0
Netherlands,Spain,2553956.0
Netherlands,Sri Lanka,12389.0
Netherlands,Sudan,32424.0
Netherlands,Suriname,52773.0
Netherlands,Sweden,2129360.0
Netherlands,Switzerland,1139427.0
Netherlands,Syrian Arab Republic,32744.0
Netherlands,Tajikistan,311.0
Netherlands,Thailand,199928.0
Netherlands,Togo,24720.0
Netherlands,Tonga,11.0
Netherlands,Trinidad and Tobago,25094.0
Netherlands,Tunisia,22485.0
Netherlands,Turkey,549131.0
Netherlands,Turkmenistan,6731.0
Netherlands,Turks and Caicos Islands,395.0
Netherlands,Uganda,6962.0
Netherlands,Ukraine,233617.0
Netherlands,United Arab Emirates,583168.0
Netherlands,United Kingdom,9028083.0
Netherlands,United Republic of Tanzania,15631.0
Netherlands,United States of America,2406676.0
Netherlands,Uruguay,26462.0
Netherlands,Uzbekistan,13860.0
Netherlands,Vanuatu,293.0
Netherlands,Venezuela (Bolivarian Republic of),17360.0
Netherlands,Viet Nam,283755.0
Netherlands,Wallis and Futuna Islands,1078.0
Netherlands,Yemen,31172.0
Netherlands,Zambia,3806.0
Netherlands,Zimbabwe,1239.0
New Caledonia,Antigua and Barbuda,1.0
New Caledonia,Australia,130.0
New Caledonia,Belgium,50.0
New Caledonia,Canada,72.0
New Caledonia,"China, Taiwan Province of",24.0
New Caledonia,"China, mainland",4.0
New Caledonia,Fiji,14.0
New Caledonia,France,4380.0
New Caledonia,Germany,785.0
New Caledonia,Japan,1821.0
New Caledonia,Mexico,24.0
New Caledonia,Netherlands,2.0
New Caledonia,New Zealand,491.0
New Caledonia,Republic of Korea,91.0
New Caledonia,Samoa,13.0
New Caledonia,Thailand,5.0
New Caledonia,United Kingdom,10.0
New Caledonia,United States of America,3.0
New Zealand,Afghanistan,164.0
New Zealand,Albania,12.0
New Zealand,Algeria,378017.0
New Zealand,American Samoa,5692.0
New Zealand,Angola,18425.0
New Zealand,Antarctica,58.0
New Zealand,Antigua and Barbuda,508.0
New Zealand,Argentina,2753.0
New Zealand,Armenia,11882.0
New Zealand,Aruba,810.0
New Zealand,Australia,2570269.0
New Zealand,Austria,7098.0
New Zealand,Azerbaijan,46980.0
New Zealand,Bahamas,1450.0
New Zealand,Bahrain,24671.0
New Zealand,Bangladesh,202902.0
New Zealand,Barbados,18386.0
New Zealand,Belarus,71.0
New Zealand,Belgium,132602.0
New Zealand,Belize,578.0
New Zealand,Benin,138.0
New Zealand,Bermuda,2991.0
New Zealand,Bhutan,915.0
New Zealand,Bolivia (Plurinational State of),479.0
New Zealand,Brazil,21291.0
New Zealand,British Virgin Islands,69.0
New Zealand,Brunei Darussalam,2880.0
New Zealand,Bulgaria,7984.0
New Zealand,Burkina Faso,616.0
New Zealand,Cabo Verde,73.0
New Zealand,Cambodia,4672.0
New Zealand,Cameroon,7196.0
New Zealand,Canada,339511.0
New Zealand,Cayman Islands,725.0
New Zealand,Chad,158.0
New Zealand,Chile,74268.0
New Zealand,"China, Hong Kong SAR",499187.0
New Zealand,"China, Macao SAR",2770.0
New Zealand,"China, Taiwan Province of",674581.0
New Zealand,"China, mainland",5244454.0
New Zealand,Colombia,5664.0
New Zealand,Congo,344.0
New Zealand,Cook Islands,27886.0
New Zealand,Costa Rica,6039.0
New Zealand,Croatia,568.0
New Zealand,Cuba,36161.0
New Zealand,Cyprus,9159.0
New Zealand,Czechia,4753.0
New Zealand,Côte d'Ivoire,16125.0
New Zealand,Democratic Republic of the Congo,4553.0
New Zealand,Denmark,62456.0
New Zealand,Djibouti,1309.0
New Zealand,Dominican Republic,12929.0
New Zealand,Ecuador,414.0
New Zealand,Egypt,193328.0
New Zealand,El Salvador,5549.0
New Zealand,Estonia,1611.0
New Zealand,Falkland Islands (Malvinas),15.0
New Zealand,Faroe Islands,3196.0
New Zealand,Fiji,113922.0
New Zealand,Finland,8040.0
New Zealand,France,134943.0
New Zealand,French Polynesia,64190.0
New Zealand,Gabon,1037.0
New Zealand,Gambia,230.0
New Zealand,Georgia,1048.0
New Zealand,Germany,331479.0
New Zealand,Ghana,23293.0
New Zealand,Gibraltar,769.0
New Zealand,Greece,19105.0
New Zealand,Grenada,2633.0
New Zealand,Guam,3960.0
New Zealand,Guatemala,24572.0
New Zealand,Guinea,1290.0
New Zealand,Guyana,17210.0
New Zealand,Haiti,369.0
New Zealand,Honduras,581.0
New Zealand,Hungary,245.0
New Zealand,Iceland,965.0
New Zealand,India,58455.0
New Zealand,Indonesia,457626.0
New Zealand,Iran (Islamic Republic of),75046.0
New Zealand,Iraq,3742.0
New Zealand,Ireland,24952.0
New Zealand,Israel,2675.0
New Zealand,Italy,104624.0
New Zealand,Jamaica,22211.0
New Zealand,Japan,1151629.0
New Zealand,Jordan,65916.0
New Zealand,Kazakhstan,795.0
New Zealand,Kenya,1575.0
New Zealand,Kiribati,712.0
New Zealand,Kuwait,63233.0
New Zealand,Lao People's Democratic Republic,390.0
New Zealand,Latvia,8541.0
New Zealand,Lebanon,8976.0
New Zealand,Liberia,61.0
New Zealand,Libya,30190.0
New Zealand,Lithuania,10200.0
New Zealand,Madagascar,2141.0
New Zealand,Malaysia,585560.0
New Zealand,Maldives,2523.0
New Zealand,Mali,7610.0
New Zealand,Malta,2706.0
New Zealand,Marshall Islands,376.0
New Zealand,Mauritius,45941.0
New Zealand,Mexico,175731.0
New Zealand,Micronesia (Federated States of),675.0
New Zealand,Mongolia,5799.0
New Zealand,Morocco,55434.0
New Zealand,Mozambique,1285.0
New Zealand,Myanmar,26951.0
New Zealand,Nauru,194.0
New Zealand,Nepal,5396.0
New Zealand,Netherlands,369085.0
New Zealand,New Caledonia,46878.0
New Zealand,Nicaragua,21069.0
New Zealand,Nigeria,157643.0
New Zealand,Niue,3322.0
New Zealand,Norfolk Island,2152.0
New Zealand,Northern Mariana Islands,2971.0
New Zealand,Norway,9580.0
New Zealand,Oman,56712.0
New Zealand,Pakistan,55775.0
New Zealand,Palau,117.0
New Zealand,Panama,26150.0
New Zealand,Papua New Guinea,54052.0
New Zealand,Paraguay,33.0
New Zealand,Peru,67972.0
New Zealand,Philippines,372285.0
New Zealand,Pitcairn Islands,102.0
New Zealand,Poland,2814.0
New Zealand,Portugal,9009.0
New Zealand,Qatar,21882.0
New Zealand,Republic of Korea,440404.0
New Zealand,Romania,2180.0
New Zealand,Russian Federation,127452.0
New Zealand,Rwanda,217.0
New Zealand,Saint Kitts and Nevis,47.0
New Zealand,Saint Lucia,3205.0
New Zealand,Saint Vincent and the Grenadines,553.0
New Zealand,Samoa,20064.0
New Zealand,Saudi Arabia,361039.0
New Zealand,Senegal,8911.0
New Zealand,Serbia,156.0
New Zealand,Seychelles,729.0
New Zealand,Sierra Leone,3554.0
New Zealand,Singapore,461532.0
New Zealand,Slovakia,73.0
New Zealand,Slovenia,152.0
New Zealand,Solomon Islands,9132.0
New Zealand,Somalia,745.0
New Zealand,South Africa,55527.0
New Zealand,Spain,77021.0
New Zealand,Sri Lanka,277606.0
New Zealand,Sudan,43184.0
New Zealand,Suriname,1.0
New Zealand,Sweden,39863.0
New Zealand,Switzerland,53950.0
New Zealand,Syrian Arab Republic,9581.0
New Zealand,Tajikistan,92.0
New Zealand,Thailand,411827.0
New Zealand,Timor-Leste,1151.0
New Zealand,Togo,668.0
New Zealand,Tonga,17711.0
New Zealand,Trinidad and Tobago,45041.0
New Zealand,Tunisia,3424.0
New Zealand,Turkey,55452.0
New Zealand,Turkmenistan,189.0
New Zealand,Turks and Caicos Islands,105.0
New Zealand,Tuvalu,302.0
New Zealand,Ukraine,1365.0
New Zealand,United Arab Emirates,550689.0
New Zealand,United Kingdom,772881.0
New Zealand,United Republic of Tanzania,917.0
New Zealand,United States of America,2228776.0
New Zealand,Uruguay,1365.0
New Zealand,Uzbekistan,3125.0
New Zealand,Vanuatu,9302.0
New Zealand,Viet Nam,343962.0
New Zealand,Wallis and Futuna Islands,3041.0
New Zealand,Yemen,9868.0
New Zealand,Zambia,668.0
New Zealand,Zimbabwe,2099.0
Nicaragua,Andorra,21.0
Nicaragua,Angola,2.0
Nicaragua,Argentina,155.0
Nicaragua,Aruba,20.0
Nicaragua,Australia,11676.0
Nicaragua,Austria,536.0
Nicaragua,Bahamas,119.0
Nicaragua,Belgium,45853.0
Nicaragua,Belize,107.0
Nicaragua,Bolivia (Plurinational State of),824.0
Nicaragua,Brazil,915.0
Nicaragua,Bulgaria,3731.0
Nicaragua,Canada,45959.0
Nicaragua,Cayman Islands,68.0
Nicaragua,Chile,527.0
Nicaragua,"China, Hong Kong SAR",8288.0
Nicaragua,"China, Macao SAR",11.0
Nicaragua,"China, Taiwan Province of",59378.0
Nicaragua,"China, mainland",8727.0
Nicaragua,Colombia,5213.0
Nicaragua,Costa Rica,108211.0
Nicaragua,Cuba,3.0
Nicaragua,Cyprus,72.0
Nicaragua,Czechia,403.0
Nicaragua,Côte d'Ivoire,28962.0
Nicaragua,Democratic People's Republic of Korea,4.0
Nicaragua,Denmark,1175.0
Nicaragua,Dominica,35.0
Nicaragua,Dominican Republic,13801.0
Nicaragua,Ecuador,77.0
Nicaragua,El Salvador,252160.0
Nicaragua,Estonia,66.0
Nicaragua,Ethiopia,1.0
Nicaragua,Finland,7709.0
Nicaragua,France,8367.0
Nicaragua,Georgia,135.0
Nicaragua,Germany,69291.0
Nicaragua,Ghana,264.0
Nicaragua,Gibraltar,25.0
Nicaragua,Greece,350.0
Nicaragua,Guatemala,86208.0
Nicaragua,Haiti,8949.0
Nicaragua,Honduras,67786.0
Nicaragua,Hungary,261.0
Nicaragua,Iceland,622.0
Nicaragua,India,1181.0
Nicaragua,Iran (Islamic Republic of),56.0
Nicaragua,Iraq,22.0
Nicaragua,Ireland,2140.0
Nicaragua,Israel,399.0
Nicaragua,Italy,29873.0
Nicaragua,Jamaica,27.0
Nicaragua,Japan,25402.0
Nicaragua,Jordan,4035.0
Nicaragua,Kenya,1.0
Nicaragua,Kuwait,2.0
Nicaragua,Latvia,331.0
Nicaragua,Lebanon,319.0
Nicaragua,Liberia,6.0
Nicaragua,Lithuania,11.0
Nicaragua,Luxembourg,1.0
Nicaragua,Malaysia,7863.0
Nicaragua,Malta,35.0
Nicaragua,Marshall Islands,5.0
Nicaragua,Mexico,97735.0
Nicaragua,Myanmar,1705.0
Nicaragua,Netherlands,16809.0
Nicaragua,New Zealand,882.0
Nicaragua,Nigeria,4.0
Nicaragua,North Macedonia,6.0
Nicaragua,Norway,1192.0
Nicaragua,Oman,125.0
Nicaragua,Pakistan,1.0
Nicaragua,Panama,30668.0
Nicaragua,Peru,18749.0
Nicaragua,Philippines,371.0
Nicaragua,Poland,15376.0
Nicaragua,Portugal,2673.0
Nicaragua,Republic of Korea,3045.0
Nicaragua,Romania,122.0
Nicaragua,Russian Federation,10226.0
Nicaragua,San Marino,2.0
Nicaragua,Saudi Arabia,19.0
Nicaragua,Sierra Leone,6.0
Nicaragua,Singapore,198.0
Nicaragua,Slovakia,112.0
Nicaragua,Slovenia,15.0
Nicaragua,South Africa,3306.0
Nicaragua,Spain,9839.0
Nicaragua,Sri Lanka,3236.0
Nicaragua,Sweden,11273.0
Nicaragua,Switzerland,1089.0
Nicaragua,Syrian Arab Republic,313.0
Nicaragua,Thailand,1354.0
Nicaragua,Trinidad and Tobago,181.0
Nicaragua,Turkey,109.0
Nicaragua,Ukraine,167.0
Nicaragua,United Arab Emirates,5587.0
Nicaragua,United Kingdom,66863.0
Nicaragua,United States of America,796238.0
Nicaragua,Uruguay,1.0
Nicaragua,Venezuela (Bolivarian Republic of),116729.0
Nicaragua,Viet Nam,749.0
Niger,Algeria,71.0
Niger,Australia,621.0
Niger,Barbados,6.0
Niger,Belarus,1.0
Niger,Bosnia and Herzegovina,1.0
Niger,Brazil,19.0
Niger,Brunei Darussalam,183.0
Niger,Burkina Faso,496.0
Niger,Canada,161.0
Niger,"China, Hong Kong SAR",93.0
Niger,"China, mainland",87770.0
Niger,Côte d'Ivoire,4851.0
Niger,France,2.0
Niger,Ghana,5591.0
Niger,Indonesia,406.0
Niger,Japan,10.0
Niger,Kenya,24.0
Niger,Kuwait,1.0
Niger,Lebanon,22.0
Niger,Mali,15.0
Niger,Mexico,48.0
Niger,Netherlands,6.0
Niger,New Zealand,40.0
Niger,North Macedonia,15.0
Niger,Oman,1.0
Niger,Poland,27.0
Niger,Russian Federation,3.0
Niger,Saint Lucia,25.0
Niger,Senegal,90.0
Niger,Serbia,3.0
Niger,Seychelles,4.0
Niger,South Africa,4.0
Niger,Spain,2234.0
Niger,Sri Lanka,4.0
Niger,Suriname,6.0
Niger,Switzerland,195.0
Niger,Togo,17.0
Niger,United Republic of Tanzania,1.0
Niger,United States of America,280.0
Nigeria,Algeria,1616.0
Nigeria,Antigua and Barbuda,2.0
Nigeria,Argentina,2.0
Nigeria,Armenia,624.0
Nigeria,Australia,706.0
Nigeria,Austria,122.0
Nigeria,Barbados,22.0
Nigeria,Belarus,3804.0
Nigeria,Belgium,43293.0
Nigeria,Bosnia and Herzegovina,94.0
Nigeria,Botswana,65.0
Nigeria,Brazil,1844.0
Nigeria,Bulgaria,299.0
Nigeria,Burkina Faso,3985.0
Nigeria,Cameroon,15866.0
Nigeria,Canada,28651.0
Nigeria,Chile,1.0
Nigeria,"China, Hong Kong SAR",24377.0
Nigeria,"China, Taiwan Province of",2725.0
Nigeria,"China, mainland",35622.0
Nigeria,Colombia,27.0
Nigeria,Congo,1.0
Nigeria,Costa Rica,11.0
Nigeria,Croatia,99.0
Nigeria,Cyprus,5.0
Nigeria,Czechia,88.0
Nigeria,Côte d'Ivoire,29454.0
Nigeria,Denmark,29.0
Nigeria,Egypt,1786.0
Nigeria,El Salvador,376.0
Nigeria,Estonia,66.0
Nigeria,Finland,95.0
Nigeria,France,29615.0
Nigeria,Gambia,262.0
Nigeria,Georgia,12.0
Nigeria,Germany,90929.0
Nigeria,Ghana,56849.0
Nigeria,Greece,8018.0
Nigeria,Guatemala,817.0
Nigeria,Guyana,73.0
Nigeria,Iceland,9.0
Nigeria,India,86879.0
Nigeria,Indonesia,28754.0
Nigeria,Iran (Islamic Republic of),2196.0
Nigeria,Ireland,135.0
Nigeria,Israel,565.0
Nigeria,Italy,24868.0
Nigeria,Jamaica,3.0
Nigeria,Japan,28200.0
Nigeria,Jordan,634.0
Nigeria,Kazakhstan,493.0
Nigeria,Kenya,181.0
Nigeria,Kuwait,763.0
Nigeria,Kyrgyzstan,15.0
Nigeria,Latvia,63.0
Nigeria,Lebanon,245.0
Nigeria,Lithuania,10.0
Nigeria,Malawi,9.0
Nigeria,Malaysia,39066.0
Nigeria,Mali,405.0
Nigeria,Mauritania,554.0
Nigeria,Mexico,36084.0
Nigeria,Mongolia,1.0
Nigeria,Montenegro,3.0
Nigeria,Morocco,17673.0
Nigeria,Namibia,3.0
Nigeria,Nepal,2504.0
Nigeria,Netherlands,350050.0
Nigeria,New Zealand,38.0
Nigeria,Nicaragua,236.0
Nigeria,Niger,30.0
Nigeria,North Macedonia,118.0
Nigeria,Norway,70.0
Nigeria,Oman,2.0
Nigeria,Pakistan,408.0
Nigeria,Peru,55.0
Nigeria,Philippines,388.0
Nigeria,Poland,7071.0
Nigeria,Portugal,1699.0
Nigeria,Republic of Korea,9552.0
Nigeria,Republic of Moldova,13.0
Nigeria,Romania,1739.0
Nigeria,Russian Federation,40041.0
Nigeria,Senegal,4171.0
Nigeria,Serbia,931.0
Nigeria,Singapore,7174.0
Nigeria,Slovakia,4365.0
Nigeria,South Africa,9760.0
Nigeria,Spain,58639.0
Nigeria,Sri Lanka,39.0
Nigeria,Suriname,61.0
Nigeria,Sweden,158.0
Nigeria,Switzerland,7658.0
Nigeria,Thailand,636.0
Nigeria,Togo,11367.0
Nigeria,Tunisia,301.0
Nigeria,Turkey,109590.0
Nigeria,Uganda,28.0
Nigeria,Ukraine,705.0
Nigeria,United Kingdom,12229.0
Nigeria,United Republic of Tanzania,17.0
Nigeria,United States of America,57082.0
Nigeria,Viet Nam,285433.0
Nigeria,Zambia,6.0
North Macedonia,Afghanistan,1.0
North Macedonia,Albania,18863.0
North Macedonia,Algeria,96.0
North Macedonia,Australia,5116.0
North Macedonia,Austria,4652.0
North Macedonia,Azerbaijan,351.0
North Macedonia,Bahrain,12.0
North Macedonia,Bangladesh,57.0
North Macedonia,Belarus,2696.0
North Macedonia,Belgium,25555.0
North Macedonia,Belize,1.0
North Macedonia,Bosnia and Herzegovina,30818.0
North Macedonia,Brazil,416.0
North Macedonia,Bulgaria,39043.0
North Macedonia,Cambodia,80.0
North Macedonia,Canada,4735.0
North Macedonia,Chile,8.0
North Macedonia,"China, Hong Kong SAR",225.0
North Macedonia,"China, Macao SAR",4.0
North Macedonia,"China, Taiwan Province of",110.0
North Macedonia,"China, mainland",2464.0
North Macedonia,Costa Rica,6.0
North Macedonia,Croatia,39131.0
North Macedonia,Cyprus,313.0
North Macedonia,Czechia,4168.0
North Macedonia,Denmark,1013.0
North Macedonia,Egypt,2930.0
North Macedonia,Estonia,153.0
North Macedonia,Finland,72.0
North Macedonia,France,4127.0
North Macedonia,Georgia,8.0
North Macedonia,Germany,42074.0
North Macedonia,Ghana,13.0
North Macedonia,Greece,50177.0
North Macedonia,Haiti,3.0
North Macedonia,Hungary,3860.0
North Macedonia,Iceland,11.0
North Macedonia,Indonesia,6562.0
North Macedonia,Iran (Islamic Republic of),58.0
North Macedonia,Iraq,992.0
North Macedonia,Ireland,29.0
North Macedonia,Israel,2963.0
North Macedonia,Italy,19367.0
North Macedonia,Japan,191.0
North Macedonia,Jordan,157.0
North Macedonia,Kenya,22.0
North Macedonia,Kuwait,33.0
North Macedonia,Latvia,1208.0
North Macedonia,Lebanon,26.0
North Macedonia,Libya,147.0
North Macedonia,Lithuania,977.0
North Macedonia,Malaysia,24.0
North Macedonia,Maldives,10.0
North Macedonia,Mali,57.0
North Macedonia,Malta,56.0
North Macedonia,Mauritania,15.0
